date,jour_culture,temperature_air_c,temperature_sol_c,humidite_air_pourcent,humidite_sol_pourcent,ph_sol,lumiere_heures_jour,pluie_mm_24h,arrosage_litres_jour,stade_croissance,hauteur_plant_cm,nb_fleurs,nb_fruits,couleur_feuilles,etat_general,recommandation
2025-07-01,122,28.5,26.8,70.6,78.2,6.48,9.6,0.0,1.35,recolte,149.4,5,22,vert,bon,recolte_bientot
2025-05-30,90,25.3,22.2,70.3,46.3,6.79,11.2,6.6,1.04,fructification,87.5,4,13,jaune,bon,bon
2025-04-11,41,20.3,18.6,68.1,55.7,6.84,8.6,0.0,1.21,croissance,59.3,3,0,vert,bon,bon
2025-05-20,80,18.3,16.1,90.4,77.7,6.21,11.7,1.7,1.24,fructification,104.4,9,12,vert,bon,bon
2025-03-03,2,19.3,17.1,75.7,74.6,5.49,10.6,0.0,1.71,semis,6.0,0,0,jaune,stress_leger,sol_pas_adapte
2025-05-24,84,21.6,17.9,45.9,60.1,7.05,11.6,0.0,2.63,fructification,138.1,8,11,vert,bon,bon
2025-07-13,134,20.2,17.4,83.6,56.8,6.84,10.9,4.6,1.15,recolte,122.8,6,31,vert,bon,recolte_bientot
2025-05-04,64,25.9,24.8,51.3,49.9,7.38,11.6,1.3,1.75,floraison,98.4,29,1,vert,stress_leger,bon
2025-06-04,95,17.1,12.9,48.1,65.7,6.7,12.9,0.0,1.75,fructification,147.4,11,21,vert,bon,bon
2025-03-05,4,23.0,21.6,70.5,79.8,5.96,13.2,11.5,0.0,semis,5.9,0,0,vert,bon,bon
2025-07-05,126,22.1,20.4,90.9,59.6,6.23,10.9,1.6,0.76,recolte,135.4,5,35,vert,bon,recolte_bientot
2025-04-16,46,9.2,10.0,68.5,65.7,6.62,7.7,0.0,1.11,croissance,75.0,1,0,fonce,stress_leger,risque_froid
2025-04-29,59,19.1,15.4,85.1,49.0,7.08,14.3,4.0,2.73,croissance,47.8,3,0,vert,bon,bon
2025-07-27,148,22.2,19.5,65.0,64.4,6.37,10.6,6.1,1.58,recolte,138.9,0,15,vert,bon,bon
2025-03-07,6,23.0,21.8,73.2,71.4,7.0,11.5,1.8,0.9,semis,7.1,0,0,vert,bon,bon
2025-07-02,123,23.8,19.8,66.5,39.5,7.74,10.6,6.2,3.33,recolte,156.0,3,17,tachete,stress_leger,sol_pas_adapte
2025-03-14,13,30.1,29.9,54.7,49.4,6.06,9.7,0.0,0.72,semis,5.4,0,0,vert,bon,bon
2025-07-18,139,20.0,16.0,74.7,45.5,6.75,11.8,0.4,0.94,recolte,120.2,2,37,jaune,bon,recolte_bientot
2025-07-25,146,15.1,12.1,67.4,60.5,5.17,11.3,4.6,0.68,recolte,176.8,0,20,jaune,stress_leger,sol_pas_adapte
2025-05-22,82,18.0,17.8,48.6,54.6,7.34,10.3,0.0,2.85,fructification,93.6,11,14,vert,stress_leger,bon
2025-07-17,138,31.3,32.0,69.7,59.4,6.58,8.9,0.0,1.82,recolte,162.4,1,20,vert,bon,recolte_bientot
2025-05-14,74,22.8,23.1,62.5,60.5,7.79,11.7,0.6,1.1,floraison,105.4,26,2,jaune,stress_leger,sol_pas_adapte
2025-06-12,103,21.9,22.6,74.1,76.4,6.04,12.2,0.0,2.0,fructification,94.0,8,15,vert,bon,bon
2025-06-09,100,18.1,17.3,47.7,75.3,6.42,8.3,0.3,1.8,fructification,116.0,7,7,vert,bon,bon
2025-07-23,144,17.7,15.7,44.1,51.1,6.48,6.9,0.0,2.18,recolte,129.5,6,20,vert,bon,recolte_bientot
2025-05-25,85,24.2,21.1,59.7,69.1,6.78,8.6,0.0,0.6,fructification,123.3,5,19,vert,bon,bon
2025-04-15,45,24.5,23.1,66.1,69.4,7.1,8.6,0.0,0.67,croissance,68.2,0,0,vert,bon,bon
2025-05-23,83,21.4,17.4,62.1,68.0,6.88,13.1,7.1,0.87,fructification,98.3,5,9,vert,bon,bon
2025-04-15,45,26.4,23.8,60.1,54.7,6.75,7.2,13.6,0.0,croissance,35.7,1,0,vert,bon,bon
2025-06-28,119,25.7,22.8,50.6,51.3,5.96,11.7,0.4,2.31,fructification,108.5,3,24,vert,bon,bon
2025-06-28,119,20.3,17.4,59.9,21.9,7.51,5.0,0.0,3.82,fructification,117.6,8,21,jaune,stress_moyen,sol_pas_adapte
2025-06-05,96,16.2,15.9,52.0,54.4,5.58,11.8,4.1,1.96,fructification,99.3,9,23,vert,stress_leger,bon
2025-05-27,87,23.5,19.8,74.7,52.4,6.04,8.6,0.0,2.35,fructification,115.6,10,16,jaune,bon,bon
2025-03-23,22,18.6,12.8,76.5,65.5,6.31,12.2,7.1,2.78,jeune_plant,21.3,0,0,vert,bon,bon
2025-04-27,57,32.7,32.0,74.6,74.6,6.33,7.5,1.3,0.94,croissance,65.5,4,0,tachete,stress_leger,risque_chaleur
2025-06-11,102,23.2,20.8,81.8,65.6,8.0,7.8,1.4,1.74,fructification,118.3,2,15,jaune,stress_leger,sol_pas_adapte
2025-04-07,37,19.8,16.3,77.1,20.0,6.72,7.0,0.0,4.82,croissance,39.3,3,0,jaune,stress_leger,arroser
2025-03-14,13,16.7,13.8,85.1,77.3,6.54,10.1,3.5,0.64,semis,2.7,0,0,vert,bon,bon
2025-03-05,4,26.3,25.1,45.9,65.1,6.4,10.3,0.0,2.75,semis,6.5,0,0,vert,bon,bon
2025-06-12,103,20.6,18.3,56.4,54.6,6.25,8.0,7.0,0.99,fructification,148.0,13,24,vert,bon,bon
2025-07-21,142,18.7,18.7,52.6,40.5,6.49,5.9,1.5,1.33,recolte,140.4,1,35,jaune,stress_leger,manque_lumiere
2025-03-18,17,29.6,30.5,69.9,60.3,7.39,10.5,0.0,1.25,jeune_plant,12.7,0,0,vert,stress_leger,bon
2025-05-23,83,17.8,16.2,91.2,56.0,5.97,12.1,0.0,1.6,fructification,93.2,12,19,vert,bon,bon
2025-07-02,123,18.5,17.3,65.7,49.1,5.83,10.5,8.7,1.21,recolte,112.4,7,36,vert,bon,recolte_bientot
2025-07-17,138,23.4,19.1,71.5,58.4,7.47,6.9,13.6,0.0,recolte,108.1,7,36,vert,stress_leger,recolte_bientot
2025-03-22,21,15.4,10.8,68.8,42.4,5.83,10.4,10.8,0.0,jeune_plant,20.1,0,0,vert,bon,bon
2025-04-12,42,23.2,23.2,79.9,82.5,7.17,11.6,0.0,1.87,croissance,53.0,0,0,tachete,stress_leger,trop_eau
2025-03-19,18,29.1,24.9,61.6,50.8,6.45,12.8,2.6,2.82,jeune_plant,24.7,0,0,vert,bon,bon
2025-03-25,24,27.5,26.6,82.2,54.8,6.04,10.0,0.0,2.28,jeune_plant,23.2,0,0,vert,bon,bon
2025-03-06,5,28.0,28.3,63.4,60.7,6.76,9.5,9.7,1.03,semis,8.0,0,0,vert,bon,bon
2025-07-06,127,22.5,21.8,55.5,64.2,6.94,10.6,0.0,2.34,recolte,102.0,5,11,vert,bon,bon
2025-03-29,28,23.2,21.6,60.5,87.8,5.67,7.0,0.0,2.87,jeune_plant,15.7,0,0,tachete,stress_leger,trop_eau
2025-07-06,127,26.1,24.6,76.8,52.1,6.39,10.1,2.1,2.33,recolte,123.0,3,39,jaune,bon,recolte_bientot
2025-05-09,69,14.5,10.0,76.5,73.7,6.71,7.4,0.0,1.5,floraison,105.8,18,0,fonce,stress_leger,risque_froid
2025-05-27,87,20.3,16.8,71.8,76.8,6.81,11.2,0.9,2.68,fructification,125.8,7,24,jaune,bon,bon
2025-07-05,126,28.2,27.1,62.3,41.8,6.87,11.0,1.5,1.88,recolte,160.6,5,21,vert,bon,recolte_bientot
2025-04-27,57,26.2,23.9,75.7,44.0,6.31,8.1,8.3,1.57,croissance,63.0,3,0,vert,bon,bon
2025-06-04,95,20.1,17.9,49.5,41.2,6.61,8.4,3.0,0.52,fructification,148.7,14,15,vert,bon,bon
2025-06-01,92,25.0,24.4,65.5,52.2,7.11,11.5,9.2,1.11,fructification,84.9,3,4,vert,bon,bon
2025-05-01,61,17.5,14.5,45.7,67.7,5.21,10.4,0.0,1.23,floraison,85.6,24,2,tachete,stress_leger,sol_pas_adapte
2025-04-06,36,26.5,23.8,83.2,48.8,6.8,7.4,4.1,1.02,croissance,71.7,1,0,vert,bon,bon
2025-03-11,10,20.4,18.3,75.7,90.0,6.87,10.6,0.1,2.41,semis,6.9,0,0,jaune,stress_leger,trop_eau
2025-05-02,62,19.5,14.0,48.9,70.0,6.59,9.0,0.0,2.37,floraison,72.2,25,2,vert,bon,bon
2025-05-08,68,21.6,16.7,59.4,61.6,5.63,6.7,1.7,2.64,floraison,61.7,5,0,jaune,stress_leger,manque_lumiere
2025-06-17,108,23.2,20.5,56.2,45.2,6.3,8.3,0.0,2.34,fructification,129.1,14,11,vert,bon,bon
2025-05-23,83,27.3,24.0,67.9,58.1,5.56,10.7,1.1,2.91,fructification,148.8,7,8,vert,stress_leger,bon
2025-07-24,145,22.1,18.9,75.1,44.9,6.73,11.0,0.4,1.49,recolte,178.8,7,11,vert,bon,bon
2025-07-27,148,16.5,14.3,69.0,61.5,6.98,11.2,0.3,0.92,recolte,178.6,0,23,vert,bon,recolte_bientot
2025-04-12,42,24.0,22.6,89.0,51.2,7.32,9.3,0.9,2.09,croissance,45.9,2,0,vert,stress_leger,bon
2025-04-11,41,28.5,26.2,80.9,61.1,5.73,10.0,1.0,2.84,croissance,38.8,0,0,vert,stress_leger,bon
2025-06-07,98,22.0,19.2,61.9,31.9,6.0,9.4,3.7,4.03,fructification,107.6,7,13,fonce,stress_leger,arroser
2025-06-06,97,22.1,20.2,61.6,69.6,6.45,9.0,1.7,2.4,fructification,115.7,10,22,vert,bon,bon
2025-04-15,45,12.0,10.0,89.7,74.3,7.16,10.0,0.0,1.34,croissance,62.8,2,0,fonce,stress_leger,risque_froid
2025-04-26,56,25.2,25.6,66.0,42.7,6.06,8.5,2.1,0.55,croissance,32.1,4,0,vert,bon,bon
2025-06-25,116,13.7,11.4,58.4,58.0,6.22,7.0,1.3,1.92,fructification,117.4,4,16,fonce,stress_leger,risque_froid
2025-05-25,85,18.3,16.1,69.1,47.1,7.03,12.8,8.6,2.65,fructification,109.3,7,23,vert,bon,bon
2025-05-04,64,15.1,13.3,66.0,52.7,6.16,11.5,1.6,0.99,floraison,96.9,19,0,vert,bon,bon
2025-05-28,88,16.1,16.5,95.0,66.4,6.45,9.6,0.9,0.62,fructification,86.1,8,11,vert,bon,bon
2025-04-06,36,24.9,21.5,62.4,56.0,7.48,10.5,3.6,1.41,croissance,55.7,0,0,vert,stress_leger,bon
2025-04-02,32,22.1,19.9,70.6,73.3,6.57,10.2,3.8,2.91,croissance,72.5,1,0,vert,bon,bon
2025-03-10,9,16.6,15.3,61.8,53.2,6.78,13.5,0.3,2.29,semis,2.9,0,0,vert,bon,bon
2025-05-24,84,14.6,12.1,64.6,52.8,6.39,7.2,0.0,2.01,fructification,149.4,11,10,fonce,stress_leger,risque_froid
2025-05-08,68,29.1,27.3,74.9,74.6,6.41,10.5,0.0,2.5,floraison,79.3,10,1,vert,bon,bon
2025-03-02,1,22.7,20.6,48.0,42.0,6.33,7.4,3.1,2.17,semis,7.3,0,0,vert,bon,bon
2025-03-07,6,18.1,19.2,60.0,47.8,6.41,8.0,0.0,2.45,semis,7.2,0,0,vert,bon,bon
2025-06-08,99,18.8,15.7,57.6,42.2,5.67,8.4,1.4,2.93,fructification,136.5,8,24,jaune,stress_leger,arroser
2025-07-09,130,14.9,12.2,50.0,69.0,6.26,11.4,1.1,2.11,recolte,108.1,5,30,vert,stress_leger,recolte_bientot
2025-05-17,77,33.1,32.0,52.1,41.3,6.15,11.1,1.6,1.34,floraison,107.9,5,0,jaune,stress_leger,arroser
2025-07-10,131,29.4,28.6,76.9,65.8,6.28,10.6,3.4,0.82,recolte,161.8,7,10,jaune,bon,bon
2025-06-18,109,24.0,22.7,49.3,83.4,6.48,8.0,0.0,1.75,fructification,137.4,8,20,jaune,stress_leger,trop_eau
2025-03-10,9,26.3,24.2,76.4,73.0,5.97,8.6,1.8,1.81,semis,6.9,0,0,vert,bon,bon
2025-03-16,15,13.5,10.1,68.3,65.8,6.67,7.8,0.0,2.27,jeune_plant,20.5,0,0,fonce,stress_leger,risque_froid
2025-05-25,85,18.7,17.2,73.2,44.3,7.36,9.7,0.0,2.14,fructification,92.4,12,21,jaune,stress_leger,arroser
2025-07-26,147,23.3,24.0,51.9,51.7,6.64,9.5,1.9,0.76,recolte,170.7,5,36,vert,bon,recolte_bientot
2025-07-01,122,24.1,18.8,53.7,90.0,6.35,11.3,1.1,2.38,recolte,108.2,1,15,jaune,stress_leger,trop_eau
2025-07-21,142,23.6,22.5,56.9,48.8,5.97,10.2,4.7,1.25,recolte,105.6,4,21,vert,bon,recolte_bientot
2025-03-16,15,17.4,16.2,78.0,40.6,6.45,14.3,2.0,2.7,jeune_plant,20.5,0,0,vert,bon,bon
2025-05-07,67,16.8,14.9,79.3,43.0,6.61,8.8,10.5,0.0,floraison,73.0,29,2,vert,bon,bon
2025-07-24,145,20.9,16.2,49.1,36.0,6.6,6.6,0.0,2.4,recolte,171.3,7,10,jaune,stress_leger,arroser
2025-06-25,116,20.0,18.4,65.4,52.9,6.65,11.5,0.0,1.31,fructification,106.0,4,8,vert,bon,bon
2025-04-29,59,22.5,21.6,51.1,65.5,6.63,9.6,0.6,1.93,croissance,76.4,2,0,vert,bon,bon
2025-04-16,46,23.2,20.2,45.4,67.2,6.6,10.3,0.0,0.69,croissance,58.2,0,0,vert,bon,bon
2025-07-07,128,24.5,21.1,66.3,47.9,6.2,10.6,0.0,2.33,recolte,117.2,7,14,vert,bon,bon
2025-06-13,104,23.6,23.1,53.6,79.7,5.7,11.3,0.0,1.92,fructification,104.7,12,7,vert,stress_leger,bon
2025-04-22,52,28.6,26.2,56.5,32.0,7.07,10.0,0.3,4.6,croissance,70.8,0,0,jaune,stress_leger,arroser
2025-07-25,146,30.6,28.4,81.9,57.9,7.52,11.3,0.0,1.68,recolte,107.5,1,37,tachete,stress_leger,sol_pas_adapte
2025-03-24,23,21.2,22.2,84.0,37.9,6.82,12.5,0.6,3.12,jeune_plant,13.3,0,0,jaune,stress_leger,arroser
2025-05-18,78,13.0,11.5,83.3,36.3,6.77,5.8,0.0,3.04,floraison,102.3,12,0,fonce,stress_moyen,manque_lumiere
2025-04-29,59,22.6,20.7,87.4,72.4,6.91,9.1,19.3,0.0,croissance,25.0,3,0,vert,bon,bon
2025-03-11,10,13.4,15.1,55.7,64.6,6.89,8.8,7.2,0.72,semis,3.9,0,0,fonce,stress_leger,risque_froid
2025-04-15,45,26.2,22.3,50.0,55.5,6.07,13.5,1.6,2.28,croissance,75.0,0,0,vert,bon,bon
2025-03-04,3,23.4,20.8,70.5,78.8,7.26,11.0,1.6,0.79,semis,7.0,0,0,vert,stress_leger,bon
2025-03-24,23,28.6,24.8,59.6,52.4,6.81,10.1,0.0,1.72,jeune_plant,14.8,0,0,vert,bon,bon
2025-06-16,107,31.3,27.8,73.7,50.2,6.75,9.6,5.6,2.04,fructification,118.8,14,19,vert,bon,bon
2025-04-06,36,24.5,25.8,62.1,57.5,5.88,9.9,3.1,1.81,croissance,27.0,2,0,vert,bon,bon
2025-06-29,120,18.2,12.5,43.0,35.1,6.01,10.0,0.0,3.25,recolte,102.6,7,16,vert,stress_leger,recolte_bientot
2025-03-29,28,21.0,17.6,48.7,22.6,6.32,10.9,0.0,3.85,jeune_plant,11.0,0,0,jaune,stress_leger,arroser
2025-07-13,134,22.7,19.3,94.4,54.8,6.02,10.5,2.8,1.83,recolte,132.2,6,31,fonce,bon,recolte_bientot
2025-03-29,28,18.8,17.7,76.9,66.6,6.48,11.2,1.6,1.05,jeune_plant,16.7,0,0,vert,bon,bon
2025-04-24,54,19.7,17.3,74.4,50.6,6.19,10.5,8.0,0.61,croissance,58.9,4,0,vert,bon,bon
2025-04-08,38,32.5,32.0,52.8,54.5,5.95,8.7,1.1,2.26,croissance,39.3,4,0,tachete,stress_leger,risque_chaleur
2025-07-28,149,27.4,25.0,55.9,39.9,7.03,9.3,0.0,4.0,recolte,178.5,0,35,tachete,stress_leger,recolte_bientot
2025-03-09,8,21.2,19.5,78.0,48.1,5.0,11.4,6.6,0.73,semis,6.2,0,0,jaune,stress_leger,sol_pas_adapte
2025-04-01,31,24.6,23.5,65.3,51.5,6.13,9.3,3.1,1.08,croissance,49.5,0,0,vert,bon,bon
2025-03-05,4,23.9,22.0,54.8,34.6,6.88,9.7,1.8,2.76,semis,2.0,0,0,fonce,stress_leger,arroser
2025-03-25,24,20.5,15.5,80.7,46.2,6.77,8.2,3.2,1.38,jeune_plant,18.8,0,0,vert,bon,bon
2025-06-01,92,28.3,27.0,55.4,56.8,5.74,12.3,2.0,1.55,fructification,104.4,11,11,vert,stress_leger,bon
2025-06-15,106,18.7,16.8,73.1,60.2,7.05,8.1,1.6,1.98,fructification,113.0,8,11,vert,bon,bon
2025-06-18,109,15.5,13.2,54.0,46.1,7.07,12.2,3.5,2.95,fructification,107.0,11,14,vert,bon,bon
2025-05-12,72,24.6,21.1,45.9,51.9,8.0,7.8,4.2,2.76,floraison,72.7,24,1,jaune,stress_leger,sol_pas_adapte
2025-04-06,36,26.3,24.5,69.6,65.0,5.77,9.7,3.8,1.2,croissance,43.8,2,0,vert,stress_leger,bon
2025-03-28,27,24.0,20.2,30.0,74.1,6.6,11.1,3.7,1.96,jeune_plant,13.9,0,0,vert,bon,bon
2025-06-12,103,17.8,14.6,64.4,35.8,6.0,10.4,2.9,3.79,fructification,149.1,7,18,jaune,stress_leger,arroser
2025-07-24,145,14.2,12.3,58.6,88.4,6.38,13.9,1.2,2.96,recolte,105.2,4,31,tachete,stress_moyen,trop_eau
2025-05-27,87,23.9,23.1,84.5,63.2,7.22,12.3,0.0,2.54,fructification,125.5,6,17,vert,stress_leger,bon
2025-04-21,51,30.1,29.4,86.7,64.7,6.52,10.8,5.9,2.92,croissance,32.1,3,0,vert,bon,bon
2025-06-28,119,15.6,14.9,78.5,64.9,6.77,12.2,1.0,2.09,fructification,121.3,7,18,vert,bon,bon
2025-04-15,45,23.8,21.9,82.2,54.8,6.43,10.4,0.0,1.05,croissance,44.3,2,0,vert,bon,bon
2025-05-13,73,24.6,23.2,62.9,45.9,7.17,9.8,0.5,1.07,floraison,77.1,10,2,vert,bon,bon
2025-04-22,52,20.5,19.6,44.5,90.0,6.14,11.1,6.6,0.56,croissance,62.0,0,0,jaune,stress_leger,trop_eau
2025-07-24,145,19.9,19.1,43.8,54.8,6.35,10.7,1.8,2.59,recolte,121.2,6,35,vert,bon,recolte_bientot
2025-03-26,25,19.1,16.7,67.3,84.1,6.1,6.7,0.0,2.16,jeune_plant,14.2,0,0,tachete,stress_leger,trop_eau
2025-04-25,55,19.3,16.4,74.9,54.4,7.38,8.4,0.0,2.53,croissance,38.2,3,0,vert,stress_leger,bon
2025-07-04,125,18.4,16.8,68.0,59.8,6.69,13.5,0.1,2.89,recolte,174.3,5,22,vert,bon,recolte_bientot
2025-04-15,45,18.6,16.4,66.8,61.3,8.0,12.2,5.8,0.54,croissance,59.4,4,0,jaune,stress_leger,sol_pas_adapte
2025-06-09,100,10.7,10.0,49.6,77.4,5.9,11.1,0.0,2.31,fructification,139.7,3,19,tachete,stress_leger,risque_froid
2025-04-26,56,22.2,18.4,95.0,21.8,6.47,12.6,5.5,3.95,croissance,28.1,1,0,jaune,stress_leger,arroser
2025-07-20,141,13.0,11.3,64.8,54.9,6.4,9.5,6.1,2.61,recolte,177.2,4,15,tachete,stress_leger,risque_froid
2025-07-09,130,20.1,16.2,58.2,40.2,6.09,10.8,2.3,0.61,recolte,176.3,7,31,vert,bon,recolte_bientot
2025-03-21,20,19.6,16.7,61.2,67.5,6.21,11.7,7.4,0.61,jeune_plant,21.1,0,0,vert,bon,bon
2025-06-28,119,29.3,29.0,59.8,66.8,7.41,12.5,0.0,2.4,fructification,140.6,2,13,vert,stress_leger,bon
2025-03-30,29,27.4,28.1,55.3,41.1,6.46,11.8,8.2,1.67,jeune_plant,14.6,0,0,vert,bon,bon
2025-05-01,61,22.1,19.2,74.8,35.0,6.35,10.3,1.0,3.14,floraison,80.2,16,0,jaune,stress_leger,arroser
2025-04-09,39,24.6,22.8,51.2,51.0,7.05,14.0,6.5,1.9,croissance,33.3,2,0,vert,bon,bon
2025-07-25,146,25.3,25.0,55.2,57.5,5.55,12.0,3.5,1.66,recolte,160.2,2,19,vert,stress_leger,recolte_bientot
2025-03-03,2,25.4,26.4,58.2,56.7,6.38,14.8,1.6,2.96,semis,4.4,0,0,vert,bon,bon
2025-03-03,2,19.7,18.0,71.8,48.0,6.03,8.6,8.8,1.08,semis,3.9,0,0,vert,bon,bon
2025-05-26,86,24.1,19.6,59.2,47.4,5.87,10.0,3.7,0.57,fructification,141.4,10,22,vert,bon,bon
2025-07-10,131,18.8,16.7,39.8,60.4,5.22,8.5,1.8,1.69,recolte,166.7,0,34,tachete,stress_leger,sol_pas_adapte
2025-04-03,33,22.9,21.3,80.8,79.6,6.67,11.0,2.4,1.62,croissance,78.2,1,0,vert,bon,bon
2025-06-26,117,26.1,26.2,36.4,62.1,6.86,10.5,0.0,0.83,fructification,88.4,12,12,vert,bon,bon
2025-07-18,139,14.8,10.0,95.0,48.8,6.72,7.6,4.0,1.89,recolte,144.3,0,14,fonce,stress_leger,risque_froid
2025-06-10,101,32.5,32.0,68.4,63.9,6.14,9.2,0.0,2.92,fructification,127.1,4,13,fonce,stress_leger,risque_chaleur
2025-03-02,1,23.6,23.6,53.7,90.0,6.78,7.0,1.4,1.76,semis,7.0,0,0,jaune,stress_leger,trop_eau
2025-06-28,119,23.9,22.9,68.3,51.0,6.58,5.6,0.0,1.87,fructification,145.7,9,8,jaune,stress_leger,manque_lumiere
2025-03-17,16,28.3,26.2,52.7,78.8,7.27,7.6,0.0,0.76,jeune_plant,12.1,0,0,jaune,stress_leger,manque_lumiere
2025-05-15,75,26.0,23.6,92.3,66.5,6.77,7.8,0.5,0.82,floraison,78.2,8,0,vert,bon,bon
2025-05-11,71,16.7,12.8,51.1,62.1,6.48,9.5,1.7,0.51,floraison,69.5,14,0,vert,bon,bon
2025-04-23,53,19.4,21.1,74.5,43.0,7.11,7.4,3.6,2.17,croissance,53.0,1,0,vert,bon,bon
2025-05-15,75,22.8,20.3,53.7,56.3,6.77,11.9,0.9,0.88,floraison,87.5,14,1,vert,bon,bon
2025-06-10,101,17.6,18.6,77.4,68.3,7.0,10.5,5.3,2.88,fructification,115.1,9,8,vert,bon,bon
2025-05-26,86,25.5,25.0,84.5,56.5,7.16,10.7,2.9,0.55,fructification,130.7,3,11,vert,bon,bon
2025-04-08,38,20.1,18.8,77.8,90.0,6.93,12.1,1.1,1.04,croissance,69.3,1,0,jaune,stress_leger,trop_eau
2025-04-06,36,22.5,21.7,30.0,76.0,7.04,7.2,2.6,1.81,croissance,35.0,1,0,jaune,bon,bon
2025-05-05,65,24.4,21.5,66.1,75.0,6.46,9.5,0.0,2.09,floraison,91.1,17,1,jaune,bon,bon
2025-04-09,39,28.6,26.6,55.4,48.8,6.35,12.9,6.5,2.03,croissance,69.2,3,0,vert,bon,bon
2025-05-20,80,20.1,19.5,46.7,68.6,6.88,7.5,1.9,1.34,fructification,143.7,8,18,vert,bon,bon
2025-04-11,41,29.7,27.8,71.3,83.6,6.33,9.1,0.0,0.6,croissance,45.9,0,0,tachete,stress_leger,trop_eau
2025-03-18,17,17.8,16.6,56.4,61.6,6.03,10.6,3.3,0.87,jeune_plant,16.4,0,0,vert,bon,bon
2025-05-13,73,28.9,29.2,55.2,35.9,5.96,9.1,1.5,2.53,floraison,87.0,12,0,jaune,stress_leger,arroser
2025-04-26,56,14.8,11.8,79.4,63.7,6.39,13.5,3.5,2.78,croissance,39.5,0,0,fonce,stress_leger,risque_froid
2025-03-25,24,21.1,19.7,36.6,68.2,6.19,9.1,2.9,2.93,jeune_plant,17.5,0,0,vert,bon,bon
2025-06-09,100,27.4,25.3,60.9,74.3,6.63,9.7,0.0,1.37,fructification,85.9,12,5,vert,bon,bon
2025-03-07,6,30.9,29.0,65.3,36.2,6.79,8.9,0.5,2.22,semis,6.9,0,0,jaune,stress_leger,arroser
2025-06-17,108,17.5,17.0,72.5,88.3,6.6,9.8,0.0,1.6,fructification,93.1,7,20,jaune,stress_leger,trop_eau
2025-04-08,38,28.9,27.3,82.6,63.2,6.5,8.7,5.7,2.59,croissance,58.2,0,0,vert,bon,bon
2025-04-15,45,28.1,25.1,62.8,55.1,6.73,14.6,0.0,1.65,croissance,31.0,1,0,vert,bon,bon
2025-07-14,135,22.8,19.0,61.0,45.1,7.13,8.6,8.3,2.8,recolte,158.0,3,31,jaune,bon,recolte_bientot
2025-06-23,114,24.7,22.9,54.9,63.6,6.94,10.2,0.0,0.92,fructification,137.0,3,21,vert,bon,bon
2025-06-29,120,31.5,30.2,79.3,69.9,6.39,11.4,0.0,1.41,recolte,153.7,4,33,fonce,bon,recolte_bientot
2025-03-12,11,22.0,19.6,52.0,79.5,6.3,13.2,0.0,0.73,semis,6.3,0,0,vert,bon,bon
2025-04-10,40,24.1,19.2,61.3,54.6,6.13,11.1,0.0,1.22,croissance,45.4,2,0,vert,bon,bon
2025-03-11,10,19.5,16.6,39.7,44.9,6.56,12.9,2.5,1.5,semis,7.9,0,0,vert,bon,bon
2025-05-05,65,17.9,17.8,54.2,27.9,6.43,8.8,0.0,4.06,floraison,105.6,17,0,fonce,stress_leger,arroser
2025-07-20,141,23.1,21.1,76.3,65.4,6.06,11.1,0.0,1.15,recolte,173.3,6,24,tachete,bon,recolte_bientot
2025-03-19,18,29.2,25.9,56.8,61.5,6.73,12.6,1.6,1.73,jeune_plant,14.9,0,0,vert,bon,bon
2025-07-03,124,28.2,26.3,68.0,54.3,5.97,11.1,1.1,0.74,recolte,146.8,3,21,vert,bon,recolte_bientot
2025-05-01,61,20.5,19.1,95.0,78.3,5.93,7.9,1.1,2.84,floraison,83.0,10,1,vert,bon,bon
2025-05-22,82,17.3,13.6,48.2,66.5,6.05,12.2,3.2,1.86,fructification,126.4,5,13,vert,bon,bon
2025-07-11,132,29.6,30.1,65.8,67.1,6.6,11.0,0.0,0.69,recolte,157.8,0,13,vert,bon,bon
2025-03-24,23,22.1,20.1,52.5,39.7,6.39,8.7,1.5,4.01,jeune_plant,10.1,0,0,fonce,stress_leger,arroser
2025-03-13,12,12.1,10.0,55.9,72.1,7.47,6.5,0.0,0.9,semis,3.5,0,0,tachete,stress_moyen,risque_froid
2025-03-11,10,12.9,10.0,53.2,61.9,5.92,11.3,0.0,0.75,semis,3.9,0,0,tachete,stress_leger,risque_froid
2025-07-02,123,31.6,29.9,38.5,63.4,6.59,11.2,2.6,2.37,recolte,112.4,4,10,vert,bon,bon
2025-06-02,93,28.2,25.4,69.1,52.0,6.64,8.2,1.7,0.62,fructification,124.4,4,19,vert,bon,bon
2025-07-13,134,32.9,30.1,59.2,60.7,6.18,14.4,4.6,2.85,recolte,179.9,0,25,vert,stress_leger,recolte_bientot
2025-03-27,26,22.4,20.0,60.7,51.9,6.39,9.0,1.9,1.6,jeune_plant,16.9,0,0,vert,bon,bon
2025-06-27,118,28.2,26.2,50.0,37.5,6.16,9.2,8.1,2.3,fructification,110.9,4,23,jaune,stress_leger,arroser
2025-07-14,135,22.4,19.2,78.5,74.8,6.16,15.0,5.2,2.25,recolte,115.6,1,22,fonce,bon,recolte_bientot
2025-03-26,25,24.0,21.0,64.5,66.0,7.42,10.9,0.0,1.8,jeune_plant,12.3,0,0,vert,stress_leger,bon
2025-03-04,3,18.7,17.8,69.4,57.8,5.25,9.1,0.6,0.68,semis,4.2,0,0,jaune,stress_leger,sol_pas_adapte
